professional_sector,id,profession,one_liner,job_roles,industrial_sectors,degree_dependency,mid_stream_entry,class12_prerequisite,entrance_exams,entry_gate,applicants_per_seat,prep_years,licensing_body,after_undergrad,self_employment,self_emp_ceiling_lpa,self_emp_route,india_demand,pathway,ai_exposure,ai_reason,role_spread,years_to_qualify,cost_of_entry_lakh,early_earnings_lpa,mid_career_lpa,payback_years,ship,failed_rules,path_to_entry,entry_window,verified,source,admin_review,review_priority,review_reason,nuances
"9. Media, Film & Storytelling",med-production-designer,Production Designer & Art Director (Film),"Builds the world a story is filmed in - sets, locations, props, the look of the place.",Production Designer | Art Director (Film) | Set Decorator | Prop Master | Set Construction Supervisor | Location Manager | Costume Supervisor | Concept Artist (Film) | Graphics & Signage Artist (Film),MESC | CSDCI | FFSC,undergrad,after_any_degree,any,FTII JET,,,,,work_first,common,,"Freelance per project, like the rest of a film crew. Many art directors also take event, exhibition and retail-display work between films, which smooths the income.",moderate,india,low,"Concept Artist (Film) is the exposed role, for the same reason illustration is - visual development boards are exactly what image models produce. Everything downstream is protected by physical construction: a set has to be built, dressed, lit and walked through by actors, and Set Construction Supervisor, Prop Master and Location Manager are craft and negotiation jobs in the real world.","[Location Manager] higher: extraversion, conscientiousness, verbal / lower: spatial || [Set Construction Supervisor, Prop Master] higher: bodily, spatial, logical / lower: openness",4,4.0,2.0-4.5,5-14,1.23,yes,,"class_11_12: Any stream. -> degree: Architecture, interior design, fine art or film school - all four are common routes. None is required. -> crew: Art department assistant, then set decorator or art director. Entry is through the department, not through a qualification. -> work: Production designer on ads, series and films.",,judgment,,,none,,"[profession] Promised to this sector from Sector 8 rather than kept with Interior Designer, and the substitution test is why: remove the film and nothing survives. A set exists to be photographed from specific angles for a story - it does not have to be lived in, does not have to last, and often has no fourth wall."
"9. Media, Film & Storytelling",med-content-creator,Digital Content Creator,"Makes and publishes their own video, audio or writing to an audience they built themselves.",Content Creator | YouTuber | Podcaster | Video Essayist | Livestreamer | Newsletter Writer | Community Manager | Short-Form Video Creator | Creator Operations Assistant,MESC | IT-ITES | RASCI,none,open,any,none,,,,,work_first,common,,"This profession IS self-employment for almost everyone in it - brand sponsorships, platform revenue share, affiliate sales and own products. The salaried version is working on someone else's channel.",high,any,medium,"Both attacked and enabled by the same tools. Short-Form Video Creator faces the sharpest exposure: synthetic video and voice make the format cheap to flood, which devalues volume while raising the value of a recognisable person. Video Essayist, Podcaster and Newsletter Writer are protected by parasocial trust - the audience is there for a specific human, which is the one thing a model cannot supply. Creator Operations Assistant is exposed on the editing and scheduling side.","[Community Manager, Creator Operations Assistant] higher: conscientiousness, agreeableness, extraversion / lower: openness || [Podcaster, Newsletter Writer] higher: verbal, reasoning, long_term_memory / lower: bodily || [Livestreamer, Short-Form Video Creator] higher: extraversion, confidence, neuroticism / lower: attention_span",2,0.5,0.6-3.0,2.4-12,0.28,yes,,"class_11_12: None. -> publishing: Publish consistently for one to two years before any income appears. This unpaid period is the real cost of entry. -> audience: Reach the platform thresholds for monetisation, and more importantly an audience a sponsor will pay to reach. -> work: Brand deals, platform revenue, affiliate income and own products. Salaried roles exist on the operations side.",,judgment,,REVIEW,high,"The economics are not describable by a range and should probably not be shown as one. Outcomes follow a power law, survivorship bias in every available source is extreme, and no Indian survey of creator earnings was found. Decide whether to suppress the numbers and state the risk instead, as was proposed for Entrepreneur in Sector 5, and whether this record should surface for school-age users at all.","[economics] The most dispersed income distribution in the dataset, worse even than Entrepreneur in Sector 5. A tiny number earn very large sums, a thin middle earns a living, and the overwhelming majority earn nothing at all. A range is close to meaningless here and should be read as such. || [demand_signal] High demand for CREATORS is not the same as high probability of succeeding as one. Brand spending on creators is genuinely growing fast; the number of people competing for it is growing faster. This is the DECISIONS.md 8.45 error in its most seductive form. || [degree_dependency] None, and it is the only profession in this sector with no gatekeeper of any kind - no employer, no editor, no client. That is precisely why the failure rate is what it is: nothing filters entry, so everything filters outcome. || [economics] economics.distribution is 'power_law', which is a statement that the range and the midpoint should not be read as a typical income. A tiny number earn very large sums, a thin middle earns a living, and the overwhelming majority earn nothing. There is no middle to average. The compensation filter does not fire on a power_law record, because deleting a profession on the strength of a number the record itself calls meaningless would be worse than showing it."
"9. Media, Film & Storytelling",med-voice-artist,Voice Artist & Broadcast Presenter,"Works with the voice - dubbing, narration, radio, hosting, commentary and announcements.",Voice Artist | Dubbing Artist | Radio Jockey | Narrator & Audiobook Reader | Sports Commentator | Television Presenter | Podcast Host | Announcer | E-learning Voiceover Artist,MESC,none,open,any,none,,,,,work_first,common,,"Freelance voice work booked per session or per hour, usually through studios and casting agents. A treated home booth is now enough to compete for remote sessions.",moderate,india,medium,"The most directly threatened profession in this sector, and the reason is specific: synthetic voice is commercially deployed and improving fast. E-learning Voiceover Artist, Announcer and Narrator & Audiobook Reader are the exposed roles - all three produce clean read-aloud text, which is exactly what voice models do. Dubbing Artist sits in the middle: automated cross-language dubbing exists but lip-sync performance in Indian languages is still hard. Sports Commentator, Radio Jockey and Television Presenter are protected because the audience is there for a live person reacting in real time.","[Sports Commentator] higher: short_term_memory, long_term_memory, verbal / lower: agreeableness || [Dubbing Artist] higher: musical, attention_span, bodily / lower: openness || [Radio Jockey, Television Presenter] higher: extraversion, confidence, emotional_intelligence / lower: attention_span",2,1.0,1.8-4.2,4-12,0.33,yes,,"class_11_12: None. -> training: Voice and diction training, a radio jockeying course, or theatre. None is required; casting is on the voice. -> demo: A demo reel of two or three minutes across styles. This is the whole audition in voice work. -> work: Dubbing studios, radio stations, e-learning and advertising voiceover, or live presenting.",,judgment,,,none,,"[ai_exposure] Rated medium rather than high on the composition, but a student should read the reason before taking comfort from the band. This is the one profession in the sector where a named commercial technology substitutes for the core output rather than for the surrounding work."
"9. Media, Film & Storytelling",med-pr-communications,Public Relations & Communications Professional,"Decides what an organisation says in public, and gets it said - press, crisis, reputation.",Public Relations Executive | Corporate Communications Executive | Media Relations Officer | Crisis Communications Specialist | Internal Communications Specialist | Speechwriter | Public Information Officer | Investor Communications Executive,MEPSC | MESC | EXT-GOVT,undergrad,after_any_degree,any,IIMC entrance | CUET PG | Symbiosis SET (Mass Communication) | MICAT (MICA Ahmedabad),,,,,work_first,possible_later,,"Independent communications consultancy, typically after 8-10 years, when the value is a personal network of editors and a track record in crises.",high,india,medium,"Press releases, media lists and boilerplate statements are already generated, and Public Relations Executive at the junior end is where that lands. What does not automate is the relationship and the judgment: Crisis Communications Specialist and Media Relations Officer depend on knowing which editor will take a call, what a regulator will accept, and what must not be said - clarity work with legal consequences attached.","[Speechwriter] higher: verbal, openness, long_term_memory / lower: extraversion || [Crisis Communications Specialist] higher: reasoning, confidence, emotional_intelligence / lower: neuroticism",3,3.0,3.0-6.0,7-16,0.67,yes,,"class_11_12: Any stream. -> degree: Any bachelor's degree; mass communication, English, political science and management are all common. -> work: PR agency account executive, or in-house corporate communications. Agency-side is the usual training ground. -> specialisation: Media relations, internal communications, public affairs or crisis - they pay very differently.",,judgment,,,none,,"[professional_sector] A genuinely arguable placement, flagged for sign-off. Under DECISIONS.md 2.05 the object of concern for Sector 5 is 'the organisation and its customers', which would put PR there. It sits in Sector 9 because the craft is media - shaping a story and placing it with people who publish - and because a student choosing between journalism and PR is choosing between two sides of the same trade. || [demand_signal] High and structurally growing, for an unattractive reason: the more public scrutiny an organisation faces, the more it spends on managing what is said about it. This profession grows when trust falls."
"9. Media, Film & Storytelling",med-production-crew,Production Crew & Studio Technician,"The crew that makes a shoot physically happen - rigging, grip, power, sets, studio floor.",Production Assistant | Grip | Light Attendant | Studio Floor Assistant | Rigger (Film & Events) | Camera Attendant | Playback & Teleprompter Operator | Broadcast Master Control Operator | Outside Broadcast Van Technician,MESC | ESSCI,certificate,open,any,none,,,,,work_first,possible_later,,"Owning equipment and hiring it out with yourself attached - lights, grip gear or a camera package. This is the standard way crew income rises in Indian film and events, and it is capital, not promotion.",moderate,india,low,"Almost unexposed, and for the plainest reason in the model: this is physical work in an unstructured space. Nothing generative rigs a light, lays a dolly track or loads a van. Broadcast Master Control Operator is the one role with real exposure, because automated playout has already reduced how many people a transmission needs.","[Broadcast Master Control Operator, Outside Broadcast Van Technician] higher: logical, attention_span, conscientiousness / lower: bodily",1,0.3,1.2-3.0,2.4-6.0,0.14,NO,mid_career 4.2 < floor 4.5,"class_11_12: None for crew roles. Broadcast operations usually wants a diploma in electronics or media technology. -> training: On-the-job. Most crew enter through someone they know on a unit; broadcast operations enters through an ITI or polytechnic diploma. -> work: Day-rate crew on shoots and events, or a rostered post at a broadcaster or studio. -> specialisation: Move into a department - camera, lighting, grip or broadcast engineering - which is where pay starts to separate.",,judgment,,REVIEW,high,"No sourced figure exists for Indian film crew day rates, which are the only number that matters in this profession, and none for what equipment ownership earns - the route by which crew income actually rises. Both are needed before this record can be trusted, and at 4.2 LPA employed it currently reads as a dead end.","[economics] The base layer of the film and television industry, and the pay reflects that: it fails the compensation filter. Work is per-day, seasonal and almost entirely informal, with no contract and no notice. The record shows this honestly rather than dressing up glamour-adjacent work as a career. || [demand_signal] Moderate and concentrated geographically. Essentially all of this employment is in Mumbai, Hyderabad, Chennai, Kochi and increasingly Noida - a student outside those cities cannot enter this profession without moving."
10. Performing Arts & Music,prf-musician,Musician & Instrumentalist,"Performs music for a living - on stage, in a studio, at a temple, or at a wedding.",Classical Vocalist | Instrumentalist (Classical) | Playback Singer | Session Musician | Band Musician | Orchestra Player | Accompanist | Devotional & Temple Musician | Church Musician | Independent Recording Artist,MESC | EXT-CULT,none,open,any,"Akashvani music audition (grading, not entry) | CUET UG (BA Music)",,,,,work_first,common,,"Performance fees, session work, private teaching and recording, usually all at once. Practically every Indian musician is self-employed and assembles an income from three or four sources rather than one.",moderate,india,low,"Low exposure and the reason is specific: what is bought here is a live human performing in a room, and generated audio does not substitute for that. Where exposure does bite is recorded and functional music - Session Musician work on advertising beds and library music is the role most at risk, because that market buys a sound rather than a performer. Classical Vocalist, Accompanist and Devotional & Temple Musician are essentially untouched.","[Session Musician, Accompanist] higher: conscientiousness, short_term_memory, attention_span / lower: confidence || [Playback Singer, Independent Recording Artist] higher: confidence, extraversion, openness / lower: agreeableness || [Classical Vocalist, Instrumentalist (Classical)] higher: long_term_memory, existential, attention_span / lower: extraversion",6,1.5,1.2-3.6,2.4-9.0,0.62,yes,,"class_11_12: None. Serious training almost always starts in childhood, well before class 11. -> training: Guru-shishya study, a music school, or a BA/MA in music at a university. Years, not months - classical training runs a decade. -> credential: Optional but useful: an Akashvani audition grade, which opens broadcast bookings. It licenses nothing. -> work: Performance, session work, accompaniment, recording and teaching - almost every working musician does several of these.",,judgment,data/verified_facts.json#sangeet-natak-akademi-role,REVIEW,high,"There is no employed version of this profession at any scale in India, so mid_career_lpa - which is EMPLOYED-ONLY by design - describes almost nobody. No sourced figure exists for performance fees, session rates or private tuition income, which is where the entire livelihood sits. This is the sharpest case in the dataset of the schema's salary format failing a profession, and it recurs across most of Sector 10.","[licensing_body] Null, and the Sangeet Natak Akademi is not one despite being the apex body. It funds, documents and honours; it does not examine or register. The Akashvani grading system is the closest thing to a professional standard and it is voluntary - it opens broadcast bookings and bars nothing. || [years_to_qualify] Six is a conservative reading and applies to the point of earning, not competence. Indian classical training routinely runs ten to fifteen years from a start in childhood, unpaid throughout, which makes it the longest and least-visible runway in this dataset. || [economics] The employed range describes salaried orchestra, ensemble and institutional posts, of which India has very few. It is close to fiction for most of this profession, where income is per performance, per session and per student. That is why the admin_review is required rather than optional."
10. Performing Arts & Music,prf-music-producer,Music Producer & Composer,"Writes and builds the music itself - for film, advertising, artists and their own releases.",Music Producer | Film Music Composer | Songwriter | Lyricist | Arranger | Jingle Composer | Music Programmer | Mixing & Mastering Engineer | Background Score Composer,MESC | IT-ITES,none,open,any,none,,,,,work_first,common,,"Per-project fees, royalties and a home studio. Advertising and corporate work is what pays the bills between the projects people enter this profession for.",moderate,any,medium,"The most exposed profession in this sector by a wide margin, and unusually the threat is to the paying middle rather than the entry rung. Generative audio already produces usable library music, advertising beds and background loops, which is exactly what Jingle Composer, Music Programmer and much Arranger work is. Film Music Composer and Background Score Composer are protected by having to serve a director, a scene and a deadline through revisions - and Lyricist by writing in a specific Indian language for a specific voice.","[Lyricist, Songwriter] higher: verbal, openness, long_term_memory / lower: logical || [Mixing & Mastering Engineer] higher: logical, attention_span, musical / lower: openness || [Film Music Composer, Background Score Composer] higher: emotional_intelligence, reasoning, conscientiousness / lower: extraversion",4,2.0,1.8-4.2,4-14,0.67,yes,,"class_11_12: None. -> training: Musical training plus production software. Formal music-production courses exist; most producers are self-taught on the tools. -> portfolio: Released or placed work. In music production credits are the only currency. -> work: Assisting an established composer, advertising and jingle work, or independent releases and artist production.",,judgment,,,none,,"[economics] Royalty income is invisible in these figures and can be the larger half of a successful composer's earnings over time. It is also extremely uneven and arrives years late, so it cannot be represented as an annual salary. || [ai_exposure] The band is medium, but the exposure is unusually shaped: it hits FUNCTIONAL music - the anonymous score behind an advertisement or a corporate video - which is precisely the reliable commercial work that funds an Indian composer's career while they build toward film and artist projects."
10. Performing Arts & Music,prf-dancer,Dancer & Choreographer,"Performs and creates dance - classical, film, contemporary, folk and commercial.",Classical Dancer | Contemporary Dancer | Film Choreographer | Assistant Choreographer | Backup Dancer | Commercial & Event Dancer | Folk Dance Performer | Dance Company Member | Movement Director,MESC | EXT-CULT | SPEFL,none,open,any,CUET UG (BA Dance),,,,,work_first,common,,"Performance fees, film and event bookings, and running a dance school - which in practice is what most classical dancers do, and it is the part that pays reliably.",moderate,india,low,"Among the least exposed professions in the dataset. Dance is a trained body in a physical space, and no part of that is a text or image problem. Synthetic video can depict dancing; it cannot be the dancer a company hires or the choreographer who rehearses forty people. Assistant Choreographer is the only role with any exposure, through pre-visualisation tools.","[Film Choreographer, Assistant Choreographer] higher: spatial, extraversion, conscientiousness / lower: neuroticism || [Classical Dancer] higher: long_term_memory, existential, attention_span / lower: extraversion || [Movement Director] higher: reasoning, emotional_intelligence, verbal / lower: bodily",6,1.5,1.2-3.0,2.4-9.0,0.71,yes,,"class_11_12: None. Classical training generally starts in childhood. -> training: Years under a guru, a dance school, or a BA/MA in dance at an institution such as Kalakshetra or Rabindra Bharati. -> performance: Arangetram or equivalent debut for classical forms; auditions and troupe work for commercial dance. -> work: Performance, troupe membership, film and event work, choreography and teaching - nearly always several at once.",,judgment,,REVIEW,high,"Performance fees, event rates and dance-school income are the whole livelihood and none is sourced. The record also has nothing on the age profile of performing income, which is the single most important economic fact in a physical performance career and is currently invisible.","[economics] The employed range describes company and institutional posts, which India has very few of. It also hides a hard fact of this profession: performing income falls with age in a way most careers' do not, and teaching is not a fallback but the intended second half. || [demand_signal] Moderate rather than low because of the volume of commercial work - film, television, weddings and events employ far more dancers than the classical concert circuit does. A student attracted by the classical form should know the paying market is mostly elsewhere."
10. Performing Arts & Music,prf-actor,Actor & Performer,"Plays a part in front of an audience or a camera - stage, screen, television or ad film.",Stage Actor | Film Actor | Television Actor | Repertory Company Actor | Advertising Film Actor | Improv Performer | Mime Artist | Street Theatre Performer | Background Artist,MESC | EXT-CULT,none,open,any,National School of Drama entrance | FTII JET,,,,,work_first,common,,"Almost universal - actors are hired per project with no employment relationship. The exceptions are repertory companies and long-running television serials, both of which offer something closer to a salary.",moderate,india,low,"Low exposure on the composition, and the honest caveat is that synthetic performers are the one place this could change faster than the model suggests. Background Artist and Advertising Film Actor are the exposed roles - crowd replacement and synthetic presenters are already in commercial use. Stage Actor, Repertory Company Actor and Improv Performer are protected by the audience being in the room with a person who might fail.","[Repertory Company Actor, Stage Actor] higher: long_term_memory, conscientiousness, bodily / lower: neuroticism || [Background Artist] higher: conscientiousness, attention_span / lower: confidence, openness || [Street Theatre Performer] higher: extraversion, confidence, existential / lower: neuroticism",5,2.0,1.2-3.6,2.4-12,0.83,yes,,"class_11_12: None. -> training: Theatre groups and college drama, then optionally NSD, FTII, or a private acting school. NSD requires six prior productions just to apply. -> portfolio: A showreel and a photo portfolio, and registration with casting directors. -> work: Auditions - advertising, television, web series and film. Advertising and television are where steady early income is.",,judgment,,REVIEW,high,"Same defect as Digital Content Creator in Sector 9 and Entrepreneur in Sector 5: the income distribution is a power law and a range may be the wrong format entirely. Decide whether to suppress the numbers and state the risk. No sourced figure exists for Indian television, advertising or repertory day rates, which are the realistic income for anyone who does make a living here.","[entrance_exams] NSD was briefly recorded as this profession's primary_gate and has been removed on review. It takes 26 students a year nationally and almost no working Indian actor went through it, so naming it as THE gate would have told a fifteen-year-old that acting has a door 26 places wide. It does not - it has auditions, which cannot be counted. Recording a famous number because it is the only number available is the opposite of what the gate registry is for. || [economics] A power-law distribution presented as a range, which is close to misleading. A handful earn extraordinarily, a thin layer of television and advertising actors earn a living, and most people who describe themselves as actors earn very little from acting in any given year. || [economics] economics.distribution is 'power_law', which is a statement that the range and the midpoint should not be read as a typical income. A handful earn extraordinarily, a thin layer of television and advertising actors earn a living, and most people who describe themselves as actors earn very little from acting in any given year. The compensation filter does not fire on a power_law record, because deleting a profession on the strength of a number the record itself calls meaningless would be worse than showing it."
10. Performing Arts & Music,prf-dj,DJ & Electronic Music Performer,"Reads a room and plays music live to it - clubs, weddings, festivals and events.",Club DJ | Wedding & Event DJ | Radio DJ | Turntablist | Electronic Music Producer | Festival Performer | Mobile Disco Operator | Sound & Music Curator (Hospitality),MESC | THSC,none,open,any,none,,,,,work_first,common,,"This profession is self-employment. Bookings are taken directly or through event agencies, and owning a full sound and lighting rig roughly doubles what a wedding booking pays.",high,india,medium,"Genuinely two-sided. Electronic Music Producer faces the same generative-audio pressure as the rest of music production, and automated mixing and recommendation already do a creditable job of sequencing tracks. But the paying job is not track selection - it is reading a specific room of drunk, tired or delighted people and changing course, which is why Club DJ, Wedding & Event DJ and Festival Performer are protected. A playlist has never been the competition; a playlist has always existed.","[Wedding & Event DJ, Mobile Disco Operator] higher: extraversion, conscientiousness, bodily / lower: openness || [Electronic Music Producer] higher: logical, musical, attention_span / lower: extraversion",2,2.5,1.8-4.8,4-15,0.76,yes,,"class_11_12: None. -> equipment: Controller, speakers and a laptop. This is the real cost of entry and it is why the figure is not near zero. -> practice: Build sets and a following - mixes online, small venues, and word of mouth in a city. -> work: Residencies, wedding and event bookings, corporate parties and festivals. Wedding season is the income.",,judgment,,,none,,"[demand_signal] High, and it rests almost entirely on the Indian wedding market rather than on club culture. That makes the work seasonal and regionally spread rather than concentrated in a few metros, which is unusual for this sector. || [economics] Wedding and event income arrives in a few months of the year and is billed per booking, not per month. Annual figures flatten a shape that a student planning cashflow needs to see."
10. Performing Arts & Music,prf-folk-performer,Folk & Traditional Performer,"Performs an inherited regional form - wedding bands, temple music, folk theatre, processions.",Folk Musician | Wedding Band Musician | Dhol & Percussion Player | Folk Theatre Artist | Temple & Ritual Performer | Puppeteer | Street Performer | Bhajan & Kirtan Singer | Processional Brass Player | Folk Troupe Member,MESC | EXT-CULT | HCSSC,none,open,any,none,,,,,work_first,common,,"Performing on own account or as part of a family troupe, taking bookings directly. The step that actually changes income is empanelment with a state culture department or a festival circuit, which converts local rates into touring fees.",moderate,india,low,"The lowest exposure in this sector along with dance, and for the same reason: the work is a human body performing in a physical place, usually as part of a ritual or a celebration whose whole point is that people are present. Recorded music substitutes for a wedding band at the cheap end of the market, but that substitution happened decades ago and is not new.","[Puppeteer, Folk Theatre Artist] higher: verbal, long_term_memory, openness / lower: extraversion || [Wedding Band Musician, Processional Brass Player] higher: bodily, conscientiousness / lower: openness",2,0.2,0.6-2.4,1.2-4.2,0.13,yes,,"class_11_12: None. Almost all of these forms are learned within a family or community from childhood. -> training: Apprenticeship within the tradition. Some forms have state academies and guru-shishya schemes funded through the Sangeet Natak Akademi and state culture departments. -> work: Weddings, festivals, temple calendars and processions - work follows the season and the local ritual year. -> recognition: State and national culture-department empanelment, festival circuits and grants, which is what lifts a folk performer above local rates.",,judgment,,REVIEW,high,"No sourced income figure exists for any Indian folk performance work - not wedding band rates, not troupe fees, not state empanelment payments. Empanelment is named as the route by which income rises and its value is unknown, which makes the most important advice on this record unquantified.","[economics] The base layer of Indian performing arts, and the numbers say so. Income is per booking, seasonal, cash and undocumented. This fails the compensation filter, which is correct, and it is listed anyway because it is where a very large number of performing livelihoods actually are. || [demand_signal] Moderate and structurally uneven. Ritual and wedding demand is steady and geographically spread; the audience for long-form folk theatre is shrinking as television and phones absorb the evenings it used to fill. Those two facts point opposite ways and both are true. || [professional_sector] Placed here rather than in Sector 17 with heritage because these are working performers being paid to perform, not custodians interpreting a tradition for study. The intervene-versus-interpret split in DECISIONS.md 2 is what decides it."
10. Performing Arts & Music,prf-live-sound,Live Sound & Stage Technician,"Makes a live show work - sound, lights, rigging, staging and the running of the event.",Live Sound Engineer | Monitor Engineer | Stage Manager | Lighting Operator (Live) | Backline Technician | Stage Rigger | AV Technician | Stage Crew | Event Production Coordinator,MESC | ESSCI | THSC,certificate,open,any,none,,,,,work_first,possible_later,,"Owning equipment - a PA system, lighting rig or backline - and hiring it out with yourself operating it. Equipment ownership, not seniority, is how income rises in live production.",high,india,low,"Low exposure. Mixing a live band in a room with feedback, a bad PA and a singer who moves is a real-time physical problem, and automated mixing tools assume a studio. AV Technician is the most exposed role, since corporate AV is increasingly pre-programmed and automated. Stage Rigger and Backline Technician are untouched - the work is hardware in the air and on the floor.","[Stage Manager, Event Production Coordinator] higher: conscientiousness, extraversion, attention_span / lower: bodily || [Stage Rigger] higher: bodily, spatial, conscientiousness / lower: openness",2,1.0,1.8-3.6,3.6-9.0,0.37,yes,,"class_11_12: Any stream, or none. Physics helps with sound and electricity. -> training: A sound or event-technology diploma, or entry as stage crew and learning on the job. Both routes are normal. -> work: Crew for an event production or sound-hire company. Work is per show and heavily seasonal. -> specialisation: Front-of-house sound, monitors, lighting or rigging. Specialising is what separates day-rate crew from booked engineers.",,judgment,,,none,,"[demand_signal] High and growing, driven by live events, weddings, corporate conferences and a genuine festival circuit that did not exist fifteen years ago. This is the most reliably employable profession in Sector 10 and the least visible. || [degree_dependency] Certificate, and the honest note is that the diploma matters less than the first crew job. Live production hires people it has seen work, which makes entry easy for anyone near a city with events and nearly impossible remotely."
10. Performing Arts & Music,prf-instrument-maker,Musical Instrument Maker & Repairer,"Builds, tunes and repairs instruments - sitars, tablas, harmoniums, guitars, pianos.",Instrument Maker (String) | Tabla & Percussion Maker | Harmonium Maker & Repairer | Guitar Luthier | Piano Tuner & Technician | Instrument Repair Technician | Bow Maker | Brass & Wind Instrument Technician,HCSSC | FFSC | MESC,none,open,any,none,,,,,work_first,common,,"Own workshop making to order and repairing, selling direct to musicians and shops. A maker with a name among performers charges several times what workshop wages pay.",low,india,low,"Essentially unexposed. Instrument making is skilled handwork on natural materials judged by ear, and repair is diagnosis of a physical object in front of you. Nothing in the generative-AI wave touches any part of it. The threats to this trade are real but entirely different: cheap imported factory instruments and a shrinking number of apprentices.","[Piano Tuner & Technician] higher: musical, attention_span, logical / lower: openness || [Instrument Maker (String), Guitar Luthier] higher: spatial, bodily, naturalistic / lower: extraversion",3,0.5,1.2-3.0,2.4-7.2,0.24,yes,,"class_11_12: None. The trade is usually inherited or entered as a workshop apprentice. -> training: Apprenticeship in a making workshop - Miraj, Kolkata, Delhi and Chennai are the main Indian centres. -> work: Making or repairing for a workshop, a music shop or a distributor. -> independence: Own workshop, which is where the difference between a wage and a livelihood is in this trade.",,judgment,,REVIEW,high,"No sourced income figure for Indian instrument makers or repairers, employed or independent, and the gap between the two is the whole story of this trade. At 4.8 LPA employed with a named independent route and no ceiling, the record currently understates it in exactly the way self_employment.ceiling_lpa was added to prevent.","[demand_signal] Low, and it is a thin but stable market rather than a collapsing one. The number of makers is falling faster than demand, which is why skilled repairers are genuinely scarce in most Indian cities - a student entering this trade competes with very few people. || [economics] Workshop wages and an independent maker's income are barely the same profession. The employed figure is the floor; the route out of it is a reputation among performers, which takes years and is not purchasable."
10. Performing Arts & Music,prf-theatre-practitioner,Theatre Practitioner & Director,"Makes theatre happen - directing, writing plays, producing and running a company.",Theatre Director | Playwright | Dramaturg | Theatre Producer | Drama Facilitator | Applied Theatre Practitioner | Theatre Company Manager | Translation & Adaptation Writer (Theatre),MESC | EXT-CULT | EXT-DEV,undergrad,after_any_degree,any,National School of Drama entrance,nsd-entrance,,1-3,,work_first,common,,"Running a company or working project to project on grants, commissions, corporate workshops and applied theatre contracts. Workshop and facilitation work is what most Indian theatre-makers actually live on.",low,india,low,"The lowest digital exposure in the dataset alongside the trades, and the highest clarity in this sector. The job is deciding what a play should mean now, to this audience, in this city - then getting thirty people to agree and rehearse it. Playwright is the only role with real exposure, and even there the constraint is that a play must survive being spoken aloud by actors for two hours.","[Playwright, Translation & Adaptation Writer (Theatre)] higher: verbal, openness, long_term_memory / lower: extraversion || [Drama Facilitator, Applied Theatre Practitioner] higher: emotional_intelligence, agreeableness, conscientiousness / lower: confidence || [Theatre Producer, Theatre Company Manager] higher: conscientiousness, logical, extraversion / lower: openness",5,2.0,1.2-3.0,2.4-9.0,0.95,yes,,"class_11_12: Any stream. -> degree: Any bachelor's degree - NSD requires one in any discipline to apply, plus six prior productions. -> training: NSD, a university drama department, or years inside a working theatre group. The group route is the commonest. -> work: Directing for a company, applied theatre and workshop facilitation, and grant-funded productions. Very few make a living from productions alone.",,judgment,,REVIEW,high,"No sourced figure for Indian theatre grant, commission or facilitation rates, which are the actual income here. The record also cannot show what proportion of practitioners hold a second job, which for this profession is the most decision-relevant fact there is.","[demand_signal] Low, and honestly so. India has few funded theatre companies, almost no commercial theatre outside a handful of cities, and shrinking state culture budgets. The work exists and is done; it is rarely a whole income, and applied theatre and corporate workshops are what make it viable. || [economics] Understated even by this sector's standards, because grant-funded and commission income is lumpy and most practitioners hold a second job. The figures assume a practice subsidised by facilitation and workshop work, which is the normal case."
